#{"t_start": 1644413010.7135012, "env_id": "LunarLanderContinuous-v2"}
r,l,t
296.317644,258,3440.079648
271.057841,210,3440.999103
29.408542,94,3441.063645
314.028013,180,3441.670344
276.058356,174,3442.420626
293.064036,420,3443.924174
9.954737,83,3444.204857
287.736138,296,3445.250672
41.905452,86,3445.529945
276.312308,148,3445.931881
297.286925,212,3446.484464
309.397129,229,3447.420058
312.538087,295,3448.476485
283.412945,273,3449.170485
297.67337,214,3450.011626
260.868511,284,3451.827301
229.282126,210,3452.589778
284.292945,168,3452.99764
306.776355,199,3453.513697
272.83628,338,3454.639135
288.607015,172,3455.034063
36.773096,112,3455.289469
281.889765,161,3455.863209
25.532915,110,3456.122146
286.989969,187,3456.612512
245.944227,257,3457.492371
-18.141611,89,3457.54894
32.482412,104,3457.90368
280.6664,192,3458.424105
283.376863,208,3459.016576
263.594479,176,3459.526268
-8.291797,88,3459.814425
274.185876,191,3460.375036
45.29034,144,3460.666108
54.045368,95,3461.011253
249.479577,181,3461.52616
290.901852,210,3462.120162
58.496946,133,3462.575442
31.794955,93,3462.901564
54.932981,115,3463.180354
288.249021,200,3463.794753
245.993792,856,3466.595953
292.954247,226,3467.415216
56.394037,123,3467.78587
289.760158,191,3468.32183
282.809278,214,3468.932255
307.289629,209,3469.478711
278.720494,348,3470.483752
304.759013,216,3471.331064
46.050537,135,3471.613049
278.3547,160,3472.195325
304.625177,184,3472.538527
32.892746,110,3472.876649
280.67608,146,3473.333284
27.22517,105,3473.587486
277.55417,245,3474.219774
261.764205,174,3474.832703
295.820319,162,3475.334911
291.676702,500,3477.00806
38.429475,127,3477.282067
49.912323,96,3477.530292
274.037198,182,3478.114906
246.516372,149,3478.413676
277.363548,149,3479.008013
37.485502,100,3479.255554
46.523895,106,3479.536767
277.983615,247,3480.219789
297.097139,250,3481.080359
265.278402,273,3483.129483
283.867667,474,3484.379086
245.802812,561,3486.252362
260.033221,188,3486.823825
269.556896,177,3487.336378
28.045404,102,3487.592135
37.409176,91,3487.649088
299.681868,279,3488.551063
280.302093,722,3491.299756
271.169874,228,3491.994514
232.466518,514,3493.521706
257.246007,420,3494.87458
240.428636,178,3495.36969
258.592339,170,3495.948046
254.593794,331,3496.899525
21.111682,122,3497.176159
11.677922,130,3497.452283
-2.845464,123,3498.0348
-389.892754,280,3498.642108
266.892147,196,3499.245185
285.713346,183,3499.819342
42.254818,81,3500.071027
299.271396,255,3500.949611
279.228228,227,3501.509846
253.583644,159,3501.874833
72.037629,87,3502.129055
247.057309,165,3502.634331
261.450037,621,3504.931924
308.238384,189,3505.462602
256.611281,262,3506.32816
263.839961,585,3508.380731
246.206222,189,3508.727396
277.632978,177,3509.283257
272.141818,172,3509.877035
-436.887542,187,3510.411632
-29.696894,116,3510.692925
6.129376,115,3511.023653
-228.721423,403,3512.274915
305.969322,196,3512.861956
239.156,249,3514.892435
296.777846,234,3515.427849
36.698067,274,3516.306022
257.775959,481,3517.654664
-244.195108,174,3518.235363
272.470707,233,3519.07124
294.232567,327,3520.01856
259.462764,150,3520.313082
284.826749,146,3520.914843
236.503706,175,3521.433955
-5.346108,90,3521.49018
-97.593686,111,3522.040819
-171.75991,126,3522.316999
236.14081,206,3522.962447
260.319145,151,3523.265258
242.807122,160,3523.830832
256.536742,275,3524.672989
-231.923595,132,3525.035595
280.390169,344,3526.022114
265.018152,679,3528.247997
273.62931,579,3530.214605
-258.103758,157,3530.795022
-24.010743,103,3531.062328
-345.863262,231,3531.647822
247.932735,188,3532.305488
235.348162,189,3532.944421
-588.832617,210,3533.468296
287.139742,561,3535.455949
233.547753,235,3536.29709
133.284448,1000,3540.279552
5.157063,109,3540.555763
265.814513,391,3541.843647
269.201108,539,3543.407881
259.250017,159,3543.975263
250.815233,163,3544.267269
17.992982,98,3544.515604
6.806678,103,3544.804398
299.05098,175,3545.323346
295.214436,301,3547.39661
267.318323,178,3547.984529
287.81007,280,3548.803069
274.983537,142,3549.089911
8.224791,235,3549.869534
261.89697,165,3550.197154
272.178173,717,3552.622747
271.977992,670,3555.252306
280.586539,212,3555.894199
296.741015,623,3557.766324
266.871783,210,3558.55164
-6.300266,95,3558.610608
237.973893,578,3560.593349
-13.160978,93,3560.919469
271.992233,202,3561.442397
256.227204,142,3561.97615
40.021412,134,3562.250816
272.600279,236,3562.905954
156.62167,1000,3566.542022
265.861286,164,3567.141033
239.965242,169,3567.638536
6.259973,80,3567.690399
8.563406,81,3568.004799
231.78344,156,3568.475883
241.248296,174,3569.025479
287.839675,180,3569.334186
222.99769,293,3570.290626
39.691983,104,3570.552675
20.099035,104,3570.862095
213.945326,166,3571.372659
257.156176,477,3573.053243
14.118006,93,3573.316762
26.629678,101,3573.568863
275.861721,289,3574.493661
37.704108,124,3574.794332
53.791099,91,3575.071517
239.701371,213,3575.611099
249.104033,161,3576.214526
-25.274526,68,3576.257015
291.205042,138,3576.745738
-291.778714,264,3577.436927
314.3537,259,3578.280385
-345.588201,449,3581.082696
-11.498927,96,3581.330911
248.164588,237,3582.150254
283.794257,153,3582.456244
42.10895,1000,3587.343578
259.337926,244,3588.219071
-46.407471,96,3588.451154
264.010338,150,3588.727903
278.979719,454,3590.263438
28.071397,97,3590.52104
131.914525,1000,3593.897462
-22.752503,92,3593.957856
265.351504,360,3595.138881
262.216466,149,3595.60259
194.91553,456,3597.050161
213.609962,648,3599.457417
277.034696,834,3602.629727
254.500918,669,3605.318813
-6.749187,89,3605.57455
134.807113,1000,3609.513594
269.797237,376,3610.689218
191.841231,553,3613.219465
272.919068,563,3615.020966
273.393633,839,3619.233809
228.797096,235,3619.895126
258.85712,358,3621.153857
-30.433622,101,3621.408825
263.8763,311,3622.440969
222.746228,485,3624.134067
265.651601,410,3625.393641
-27.05386,77,3625.625384
259.392754,316,3626.617139
282.445176,555,3628.362794
15.065253,94,3628.617326
1.524843,81,3628.932625
294.605995,281,3629.787877
172.708514,1000,3633.262505
250.040315,273,3634.153774
20.178312,123,3634.423246
6.970569,73,3634.659441
294.184913,223,3635.335934
28.126917,126,3635.613233
305.295904,211,3636.286701
7.757433,1000,3639.977939
195.634974,383,3641.237113
220.212271,499,3643.107571
171.01001,1000,3646.552346
9.135014,126,3646.908935
233.438853,220,3647.473005
1.306424,1000,3652.412865
280.33697,320,3653.577561
-29.028493,112,3653.905864
272.064581,412,3655.125569
250.956673,909,3658.242507
269.269854,883,3661.559965
15.530764,93,3661.862654
263.703415,418,3663.238802
265.437258,253,3663.904383
290.085295,270,3664.750566
-0.25036,101,3665.112448
283.39659,209,3665.687746
266.430954,303,3666.636067
302.585702,423,3668.240097
256.93914,224,3668.816383
294.501651,348,3669.844701
275.982974,661,3672.132735
253.119324,246,3672.734112
291.719436,254,3673.583977
204.403838,253,3674.25654
246.464979,263,3675.120951
280.649368,281,3675.994593
280.323183,275,3676.816653
291.849736,247,3677.453834
-592.656766,266,3678.359822
243.038809,285,3679.272144
267.497355,182,3679.594177
250.978155,245,3680.434418
2.035083,1000,3684.335999
232.493258,372,3686.881808
275.629098,158,3687.191622
271.933038,358,3688.351676
31.622806,86,3688.600602
32.670679,113,3688.911798
-129.784661,494,3690.535043
255.78185,252,3691.183983
276.884876,296,3692.074003
255.31794,291,3692.974301
283.27584,281,3693.892257
117.224594,888,3697.547537
241.367173,336,3698.522354
264.770915,174,3699.119111
152.235812,1000,3702.7594
286.432974,132,3703.137796
282.202262,153,3703.627133
259.488171,148,3703.990221
7.289755,74,3704.216056
288.108733,220,3704.743819
288.964346,190,3705.315343
267.070302,364,3706.507023
258.239289,194,3707.093757
265.351922,293,3707.719671
-178.379275,201,3708.358412
274.095081,241,3709.250825
160.46562,1000,3712.685437
257.724535,418,3714.023131
23.712761,117,3714.288083
281.89377,147,3714.765468
272.141845,162,3715.141036
25.512836,95,3715.412619
-155.720012,162,3715.989955
281.825685,184,3716.497285
291.923526,160,3716.791817
280.187723,206,3717.438308
289.388669,193,3718.029226
267.945524,402,3720.669459
265.359191,177,3721.2829
270.771271,253,3722.122269
281.929669,145,3722.403349
232.125498,261,3723.256574
293.447352,181,3723.76584
275.181536,300,3724.726522
112.752595,1000,3728.453503
30.448489,225,3729.195014
249.118041,618,3731.068835
316.592465,187,3731.560143
271.443579,168,3732.005135
233.39765,195,3732.314556
262.06285,951,3735.086828
307.317592,170,3735.540658
264.029817,196,3736.005391
248.31188,553,3737.518201
35.628989,144,3737.9513
-13.970252,1000,3741.032953
274.954025,283,3741.634062
285.768646,192,3742.117451
248.519224,211,3742.63284
262.09316,161,3743.063451
285.586592,166,3743.534667
254.402019,163,3743.799847
269.326434,188,3744.256684
262.89887,180,3744.71556
271.597194,240,3745.235037
269.311397,152,3745.681109
239.742707,338,3746.470713
288.278239,218,3747.143115
284.438953,159,3747.441077
169.105763,1000,3751.88887
260.147207,444,3753.216868
282.796652,200,3753.711735
278.616538,138,3753.96071
266.547696,189,3754.414699
298.608721,212,3754.89372
242.280803,875,3757.352976
295.658594,247,3757.893711
233.828723,397,3758.9764
237.391265,167,3759.409585
286.822681,225,3759.937402
285.949011,253,3760.630726
285.239493,263,3761.190086
259.49278,189,3761.643627
247.418595,273,3762.380326
235.730509,167,3762.828737
280.842751,241,3763.363032
295.722053,210,3763.850379
-21.196116,170,3764.282565
-170.944458,110,3764.516455
259.741731,237,3765.037088
-81.116133,484,3766.41282
283.029445,227,3766.92022
257.11149,195,3767.384117
231.581198,171,3767.848112
303.618735,208,3768.33869
312.598127,176,3768.803198
-139.184816,151,3769.069439
83.715398,1000,3771.987462
269.494449,564,3773.612133
-146.740413,440,3774.615874
291.669204,538,3777.268332
268.188656,195,3777.750156
269.778225,343,3778.561387
260.489227,341,3779.543865
253.268769,512,3780.9611
291.500338,204,3781.42199
271.470667,163,3781.684926
-1894.191891,248,3782.392938
242.881673,390,3783.391788
285.251084,216,3783.907338
278.058658,169,3784.361072
297.011412,201,3784.853309
263.425343,188,3785.143809
279.369457,223,3785.810382
229.665694,211,3786.304419
282.842344,237,3786.856847
268.494627,284,3787.621214
282.953908,308,3788.387946
243.440707,151,3788.805063
25.476504,231,3789.333433
260.862977,226,3789.840366
279.588922,234,3790.346888
257.484668,166,3790.788297
275.490333,169,3791.222585
262.358998,399,3792.340448
232.951798,677,3794.371666
266.526824,177,3794.644143
150.263305,1000,3797.357616
245.896161,216,3798.054817
313.636048,221,3798.583871
275.19756,199,3799.059348
132.894725,1000,3802.020477
283.32439,211,3802.494385
303.978152,215,3804.15983
312.519251,235,3804.684639
253.093436,538,3806.617092
279.941399,192,3807.106386
241.296113,316,3807.913083
310.662157,212,3808.403719
272.613688,206,3808.892297
291.715546,260,3809.664283
268.663373,211,3810.193612
279.746084,363,3811.02395
64.609508,171,3811.4873
305.8406,244,3812.008966
290.383536,251,3812.728605
255.333285,229,3813.231937
307.292422,260,3813.965318
276.229258,204,3814.443427
273.179181,251,3815.005388
285.570076,222,3815.694717
247.412767,263,3816.241207
281.458681,209,3816.726455
270.274399,205,3817.211385
302.274233,193,3817.709473
236.863716,522,3819.220764
283.312461,225,3819.740967
293.649423,234,3820.262855
173.959093,1000,3823.140205
295.627449,214,3823.637966
276.487988,223,3824.310139
299.534371,218,3824.796526
252.040777,370,3825.625564
285.418876,179,3826.071812
282.496175,250,3826.766549
276.349713,223,3827.289748
223.84936,334,3828.086999
293.38032,227,3828.779664
298.976482,255,3829.31362
279.269649,235,3829.832951
289.984518,197,3831.42813
293.203507,248,3832.111046
264.616925,163,3832.378069
232.264904,243,3833.058783
267.606905,190,3833.525708
242.345392,233,3834.095731
313.155081,195,3834.608258
270.340556,379,3835.629636
56.41526,160,3835.904441
29.256555,168,3836.371207
270.941835,504,3837.753403
278.380008,258,3838.457804
263.324599,165,3838.756259
245.475264,352,3839.763245
275.388042,223,3840.251299
279.586084,348,3841.327916
308.241622,197,3841.850591
250.140046,235,3842.442488
305.433557,214,3843.150947
256.975123,373,3844.284583
173.563927,1000,3847.136532
272.805265,193,3847.60641
265.903177,314,3848.393176
240.067527,312,3849.137644
15.566901,148,3849.593832
288.13509,223,3850.088625
292.061393,304,3850.868147
267.896372,190,3851.326832
260.088703,187,3851.787784
299.446924,168,3852.071618
271.907594,179,3852.520196
22.787469,182,3852.975373
233.517801,435,3854.024379
294.327367,201,3854.506577
242.096329,172,3854.942065
227.330995,312,3855.696887
297.219881,206,3856.177397
274.897848,209,3856.646532
301.269676,210,3858.300687
249.329307,187,3858.768848
303.53793,180,3859.222288
-179.612847,865,3862.527173
247.091387,277,3863.06174
271.961827,215,3863.692451
57.343136,138,3863.96352
285.523563,384,3864.962302
246.289931,262,3865.512994
249.85029,272,3866.207986
254.727878,260,3866.912315
260.448982,188,3867.365549
285.508068,179,3867.661763
273.607912,195,3868.124325
313.47199,269,3868.856973
284.391985,208,3869.327708
23.100826,152,3869.745115
236.560638,199,3870.21813
240.665499,311,3870.967746
269.42491,194,3871.453314
283.135301,265,3872.015486
266.707701,243,3872.69934
270.708612,152,3872.968074
248.784063,177,3873.409652
250.667704,177,3873.868059
287.027722,146,3874.118462
35.139578,122,3874.362628
269.6464,341,3875.315491
266.332777,239,3875.841449
47.486156,117,3876.0945
287.702705,228,3876.781649
237.856125,202,3877.273004
290.856213,495,3878.65928
261.556795,216,3879.174534
284.682136,258,3879.71921
296.596549,265,3880.434051
292.126813,212,3880.936151
47.797683,149,3881.406374
284.236863,153,3881.691752
257.182406,257,3882.442785
287.640243,206,3882.95161
251.469209,307,3884.883155
279.747421,371,3885.925365
281.490589,231,3886.463503
252.673703,264,3887.223905
278.417697,215,3887.738887
295.582893,182,3888.230756
254.862508,257,3888.798948
267.619217,269,3889.558541
266.001132,161,3889.850249
280.253487,366,3890.910181
254.728547,239,3891.461923
284.938846,190,3891.934608
277.987831,140,3892.356326
247.884857,316,3893.173488
257.458203,169,3893.64011
283.793838,189,3894.118887
249.539778,160,3894.392206
266.311081,229,3894.900411
270.057903,223,3895.610715
263.997439,174,3895.898431
296.66289,209,3896.395909
251.162217,241,3897.101925
240.314435,397,3898.24687
279.535851,177,3898.698705
277.810966,206,3899.21388
261.611823,568,3900.700482
297.764184,246,3901.426908
308.683463,218,3901.977721
249.198202,188,3902.455256
297.047781,205,3902.997476
281.303173,162,3903.432516
289.414856,375,3904.34682
296.010702,278,3905.061291
273.750218,300,3905.809073
308.499662,304,3906.577039
294.923876,253,3907.282036
290.25211,173,3907.565425
276.596873,195,3908.057298
268.278923,174,3908.528203
281.093768,170,3908.975452
244.339164,170,3909.238786
302.260105,205,3909.886702
287.960891,198,3911.538435
270.276762,157,3911.808431
265.188364,180,3912.277015
302.506251,235,3912.804783
253.546943,176,3913.265603
286.203562,193,3913.746765
273.152167,321,3914.549617
285.717487,175,3915.011505
285.193865,149,3915.272114
279.331569,181,3915.726564
277.515597,181,3916.180676
240.628417,169,3916.6183
256.437167,185,3917.074713
293.32446,147,3917.336117
287.300387,153,3917.779087
294.116394,273,3918.369691
285.550403,149,3918.821876
302.276486,221,3919.373473
270.203566,294,3920.154925
291.078201,352,3921.020359
162.489947,1000,3924.165205
282.993137,219,3924.870887
300.496012,267,3925.462554
297.23274,357,3926.454391
281.431703,164,3926.73795
293.21049,232,3927.479544
269.918712,250,3928.110991
264.531013,181,3928.590596
278.838966,169,3929.041074
281.733848,225,3929.589298
285.237326,189,3930.08878
266.725848,491,3931.463318
298.256393,148,3931.73828
266.674689,178,3932.215179
281.013419,177,3932.718665
281.60831,185,3933.198873
260.647825,208,3933.705009
302.231689,197,3934.22736
308.230071,189,3934.715068
292.26663,316,3935.56305
283.935787,185,3936.057445
257.9751,297,3936.931467
297.587039,235,3937.486593
274.895665,176,3939.169049
274.017532,174,3939.622497
245.965203,237,3940.144726
280.266286,219,3940.657321
270.026104,162,3941.109653
313.575043,198,3941.618003
274.936342,202,3942.137097
283.031862,155,3942.420172
302.221953,169,3942.86633
271.747681,200,3943.349549
278.404534,233,3943.891854
323.254706,185,3944.367301
286.518681,210,3944.879114
293.154805,189,3945.366869
275.745963,193,3945.825286
66.369807,140,3946.099944
276.611848,181,3946.580465
290.806702,239,3947.306571
282.366329,192,3947.782393
48.126915,127,3948.038107
78.572231,1000,3951.273829
283.733452,204,3951.747344
