#{"t_start": 1644413010.7135012, "env_id": "LunarLanderContinuous-v2"}
r,l,t
-274.808783,522,5319.50619
278.344452,425,5320.761483
256.834221,187,5321.338558
268.964991,246,5321.973061
267.289017,246,5322.854744
299.660059,193,5323.497331
268.3398,152,5323.796541
307.533331,209,5324.437551
262.801102,190,5324.976992
277.667398,237,5325.636596
296.613646,205,5326.48547
281.636462,188,5326.83128
291.867186,176,5327.415072
284.116425,203,5327.93331
267.346686,360,5329.108807
260.153485,193,5329.700944
245.702758,214,5330.215195
273.11957,565,5332.190695
272.79434,235,5333.09062
281.599157,176,5333.71864
294.316898,241,5334.30879
254.079757,224,5334.903949
260.857579,255,5335.82841
253.478049,193,5336.414564
210.806741,794,5339.128778
282.135912,178,5339.557378
260.165485,185,5340.064678
309.500232,199,5340.731926
265.753205,170,5341.231998
293.678277,182,5343.813798
273.718144,169,5344.331811
280.961661,179,5344.699066
284.671064,285,5345.64283
258.016982,309,5346.722696
260.202099,239,5347.65614
284.059156,197,5348.180207
243.529688,213,5348.814446
263.308506,573,5350.481915
240.04659,205,5351.221705
299.854306,206,5351.81962
47.352484,141,5352.102134
246.061667,343,5353.04823
283.682369,205,5353.750697
310.177106,266,5354.63361
269.872914,195,5355.178884
271.630412,189,5355.772243
232.110704,265,5356.616378
263.994852,193,5357.134727
271.448162,177,5357.55354
256.64573,158,5358.047714
-133.872173,715,5360.419048
282.324475,616,5362.306772
256.9202,262,5363.158847
190.56489,412,5364.426925
221.624006,263,5365.291872
274.41083,148,5365.643092
277.498331,145,5365.923742
239.497923,172,5366.495342
281.502609,166,5366.980748
289.575356,223,5367.617835
299.047681,181,5368.157211
286.587418,154,5368.53547
239.158336,388,5369.834519
255.317402,187,5370.434364
282.908805,180,5370.952417
300.208021,198,5371.578645
307.199175,215,5372.170475
285.817848,224,5372.831748
291.724925,201,5373.42466
309.457955,191,5373.947442
-123.677864,205,5376.449476
248.43233,252,5377.265016
235.778955,225,5377.930397
251.954764,182,5378.505572
286.778559,145,5378.802933
-91.371152,1000,5382.246836
296.126942,194,5382.879177
-23.762549,1000,5386.71917
267.888423,154,5387.201054
283.822917,150,5387.569181
231.4622,458,5389.128884
238.174214,256,5390.015228
271.661267,333,5390.993927
274.745852,229,5391.652791
250.026239,331,5392.712246
260.70359,171,5393.211267
175.392849,777,5395.97225
257.545687,308,5396.895595
292.261505,306,5397.817264
283.149534,157,5398.363638
47.08709,304,5399.248777
290.658767,162,5399.632415
-120.953115,207,5400.203094
199.539611,612,5402.721728
134.059123,1000,5406.235866
227.926055,194,5406.852182
263.0605,320,5407.928488
45.745135,132,5408.225847
277.248039,166,5408.807948
249.164357,175,5410.976365
268.426561,165,5411.558911
81.445848,1000,5415.840881
261.29478,264,5416.776994
274.993778,309,5417.685312
266.409944,174,5417.963405
312.57354,183,5418.54966
133.898874,1000,5422.027279
257.531232,688,5424.672948
286.136336,175,5425.209932
310.872236,198,5425.812414
265.155928,219,5426.385271
151.880949,1000,5429.928749
302.456611,191,5430.553073
285.920902,258,5431.343342
258.513901,274,5432.012242
244.812029,181,5432.59129
261.027272,196,5433.150772
-33.047108,1000,5437.173071
269.524855,275,5438.055686
250.789042,645,5440.023141
289.258969,145,5440.586999
241.737426,296,5441.524502
272.61027,165,5441.852083
225.01505,256,5442.687841
281.368416,177,5443.188353
273.970005,181,5443.609145
298.190366,215,5444.438225
290.613773,163,5446.660642
291.757291,156,5447.150847
241.459714,339,5448.161498
292.352605,184,5448.738517
261.94823,203,5449.234449
278.661605,180,5449.823303
257.147587,221,5450.4087
278.837984,197,5450.974453
282.609769,176,5451.557833
285.041124,198,5452.093234
280.976177,165,5452.489026
240.82387,210,5453.236888
265.029145,194,5453.860759
246.999863,178,5454.18016
272.944889,196,5454.786469
205.058362,584,5456.833785
220.226497,251,5457.65955
296.750824,154,5457.966275
298.636398,203,5458.602655
286.419609,174,5459.089331
237.146881,203,5459.693148
258.801989,155,5459.972314
267.488091,265,5460.889113
293.787774,144,5461.472951
239.900673,354,5462.498201
286.038085,152,5462.9782
270.58801,196,5463.593502
278.91501,228,5464.173719
263.310609,162,5464.561756
255.372552,172,5465.033053
277.503194,178,5465.660501
281.482108,300,5466.606411
274.463231,184,5467.135857
24.141351,245,5467.840281
272.425285,168,5468.354465
269.391568,154,5468.930482
279.191099,169,5469.249287
283.067649,170,5469.879714
260.15634,299,5470.833693
259.956296,161,5471.13536
280.561215,149,5471.682035
222.71493,295,5472.680387
145.771589,916,5477.101809
305.249023,145,5477.641945
208.748837,371,5480.45634
253.240464,170,5480.978014
265.644243,199,5481.602412
244.104418,204,5482.152251
130.268316,1000,5485.474486
277.13514,200,5486.04822
246.301669,232,5486.772084
-41.802678,1000,5490.122016
285.347172,187,5490.702557
263.51527,524,5492.343561
279.313514,168,5492.891846
239.750454,265,5493.696124
151.949036,1000,5497.101054
268.62857,225,5497.809948
271.371103,392,5499.035044
134.444955,783,5502.291035
218.531288,433,5503.909063
164.8481,851,5508.347004
248.565493,250,5509.029011
-25.560315,121,5509.279044
263.698606,337,5510.503392
167.581538,711,5513.092635
251.886548,223,5513.72819
267.956344,231,5514.311126
259.364712,173,5516.846316
257.530965,220,5517.416178
277.539076,161,5517.955603
265.609121,196,5518.574195
245.738847,174,5519.058095
10.790699,118,5519.324495
242.38801,180,5519.921851
255.040493,427,5521.236766
252.664199,207,5521.852975
243.932835,315,5522.796884
274.647499,242,5523.359115
272.600767,180,5523.928395
247.514697,463,5525.320902
255.338236,711,5527.836777
224.048759,283,5528.749638
242.524027,326,5529.740791
216.725215,457,5531.232184
266.581654,302,5532.154417
263.581684,169,5532.562696
258.61921,152,5533.048425
249.572617,167,5533.605943
278.474056,169,5533.93913
233.170724,434,5535.393072
298.336574,187,5535.767878
49.863335,122,5536.225013
268.259869,432,5537.508013
280.207269,190,5538.032096
280.680055,147,5538.325034
271.540645,193,5538.961972
-30.286843,1000,5542.924814
273.857853,146,5543.442514
249.575257,164,5543.794781
213.1609,386,5545.074998
11.963865,287,5546.021571
235.649354,811,5551.518688
242.740957,298,5552.442504
246.375891,341,5553.643473
211.599068,298,5554.558535
30.383637,241,5555.11685
263.022718,571,5556.995064
269.96777,191,5557.61208
-247.962075,428,5558.894555
262.587897,181,5559.45478
-33.256331,1000,5564.050314
296.935429,148,5564.349634
306.196593,150,5564.959242
158.38178,929,5570.039541
253.393261,170,5570.701559
254.504491,208,5571.256047
281.788873,197,5571.887514
145.68542,1000,5575.305676
283.939577,173,5575.710357
305.194582,310,5576.85917
287.543967,148,5577.159758
233.214598,512,5578.802176
286.159734,203,5579.335911
299.181035,181,5579.964647
287.384241,193,5580.581225
240.832581,530,5582.237525
185.03901,783,5585.104721
294.548664,156,5585.673296
283.200041,210,5586.222843
286.085431,154,5588.65821
266.378068,161,5589.186228
251.652829,764,5592.240072
279.070437,249,5592.979357
268.888946,453,5594.591203
279.008863,226,5595.16996
272.345727,204,5595.827003
272.542659,182,5596.365352
285.269519,320,5597.360042
277.676455,171,5597.9533
278.727298,175,5598.267847
133.573845,808,5601.649731
286.904782,262,5602.543013
308.528104,250,5603.356936
259.047221,211,5604.033036
269.113156,193,5604.667099
146.366493,810,5607.745362
284.262181,167,5608.060364
-19.43002,1000,5613.445223
288.551502,176,5614.002267
245.736015,179,5614.636009
277.578152,200,5615.222991
291.07839,189,5615.890122
258.004127,188,5616.519729
257.129304,465,5618.202945
273.772044,344,5619.824614
259.209216,177,5620.441977
279.239461,178,5620.887008
-338.825627,506,5622.807421
257.127427,170,5623.334092
-121.596263,646,5627.975453
-77.993365,1000,5632.907164
297.07933,252,5633.523726
290.234315,175,5634.217508
272.567388,162,5634.600699
282.911686,165,5635.158219
-70.342438,1000,5640.095532
-106.730601,340,5641.434257
252.833824,213,5642.410029
276.744979,345,5643.584979
269.666489,191,5644.144729
-124.086679,710,5646.780923
48.257479,144,5647.075592
-45.918979,211,5648.010578
164.569971,364,5649.138669
242.258322,187,5649.798469
-132.869388,999,5654.242368
265.901734,256,5655.296277
276.054826,345,5656.471518
65.847402,144,5657.236975
79.362255,593,5659.543465
307.434057,238,5660.411958
132.295297,726,5663.128396
249.976993,167,5663.784646
162.154312,462,5665.506896
277.545331,390,5666.974418
259.3539,408,5670.365867
258.598536,379,5671.706181
268.19656,201,5672.299583
260.541615,179,5672.940882
283.78952,222,5673.544181
238.914244,508,5675.161126
280.203955,161,5675.772505
173.02798,465,5677.437744
27.114779,152,5677.807549
277.942774,157,5678.308994
275.202879,170,5678.736553
283.609974,199,5679.295764
264.96829,196,5679.943264
293.77779,242,5680.812933
-128.43119,426,5682.154465
203.7603,432,5683.803106
294.563121,165,5684.43018
290.266626,187,5685.043049
300.850122,155,5685.358481
268.083278,179,5685.96809
288.40186,246,5686.843016
266.392587,171,5687.161714
79.738606,126,5687.737125
273.180027,349,5688.765471
259.720067,160,5689.261467
184.033074,752,5692.121835
29.92566,122,5692.406311
293.857685,228,5693.259149
225.515852,837,5696.398831
275.029377,221,5697.145298
279.944235,328,5698.390673
277.3738,191,5698.842896
176.638338,722,5701.726529
298.024435,195,5702.261829
124.437605,485,5705.807653
-227.311148,100,5706.083669
275.96539,202,5706.752756
301.592364,234,5707.686481
246.301873,178,5708.318736
173.871447,781,5711.598272
269.16734,841,5714.902584
299.158528,224,5715.484233
-65.72374,495,5717.22241
244.408834,308,5718.11693
272.342807,898,5720.991622
300.175744,197,5721.610421
252.04386,911,5724.697919
288.589848,206,5725.260165
270.383156,326,5726.229005
291.88662,166,5726.835482
251.674554,212,5727.390258
278.465665,144,5727.969752
261.03112,155,5728.260641
259.636812,221,5728.995915
236.527784,604,5731.167021
-323.735841,989,5734.411649
267.161287,210,5735.02173
250.443443,230,5735.839952
296.854227,175,5736.365222
269.435478,175,5736.817597
240.471152,256,5737.777102
249.299185,219,5738.358495
261.40391,208,5741.135563
255.9095,153,5741.728839
298.762734,227,5742.296662
264.489213,308,5743.285262
257.687656,193,5743.941798
277.46633,516,5745.6307
273.585016,164,5746.137251
289.737434,172,5746.456505
274.609899,155,5747.057794
294.989096,186,5747.65721
280.858567,173,5748.182503
297.955345,185,5748.537086
252.963306,526,5750.337987
-230.489833,420,5751.70093
271.688821,178,5752.220033
-195.511714,147,5752.577671
267.55257,155,5753.091572
278.525002,157,5753.40455
226.553363,370,5754.895221
278.793259,176,5755.473007
268.134294,298,5756.424617
251.787021,328,5757.417359
298.18215,183,5758.060201
276.81475,333,5759.009821
309.25558,172,5759.633781
288.083484,275,5760.587376
294.840704,199,5761.136582
290.28789,186,5761.444017
276.948825,195,5762.085525
285.373372,141,5762.632169
225.136976,513,5764.349696
284.709319,161,5764.917068
108.068792,1000,5768.458506
268.882066,163,5768.903581
303.309634,205,5769.455664
257.256755,201,5770.135475
305.743701,245,5771.013484
250.6495,161,5771.310824
270.849793,385,5772.725482
255.200066,339,5776.001461
266.404653,140,5776.284802
-412.387181,92,5776.571446
261.707077,633,5778.460182
214.727143,376,5779.920393
210.770879,260,5780.884005
308.144607,224,5781.52643
273.589156,191,5782.154294
278.62119,206,5782.836131
292.276465,155,5783.131985
272.191159,188,5783.82114
238.02082,443,5785.407914
-417.793923,95,5785.761788
279.012092,179,5786.096463
278.177091,193,5786.890916
276.119353,204,5787.531029
288.373755,198,5788.191309
275.650737,188,5788.813305
266.438503,181,5789.329222
275.07294,171,5789.961194
243.013279,221,5790.569265
301.487591,201,5791.174163
290.982707,172,5791.783077
296.737597,186,5792.29701
240.368475,405,5793.458562
303.671687,170,5793.900709
311.879123,180,5794.458144
-126.410292,169,5795.047523
292.305176,185,5795.665317
36.595646,1000,5800.556698
265.351151,157,5801.070087
297.145414,181,5801.810262
301.721215,180,5802.404646
237.826895,657,5804.947939
320.000075,161,5805.535387
213.979041,402,5807.060172
295.327037,331,5808.209567
272.341475,379,5809.723879
237.111929,152,5812.447402
252.185479,215,5813.095872
285.952329,166,5813.400304
224.760824,578,5815.66629
253.478081,193,5816.202082
286.643498,196,5816.815499
263.279036,166,5817.305154
292.088234,186,5817.894444
-127.715747,163,5818.222764
-1014.33447,284,5819.156451
237.564675,156,5819.723059
-41.007658,341,5820.724308
259.653243,147,5821.200572
298.717659,196,5821.604774
282.64244,148,5822.15394
233.566812,527,5823.899364
281.221432,195,5824.426819
288.384734,181,5825.102427
280.863629,314,5826.045208
291.642936,212,5826.694661
292.107765,182,5827.234249
297.210255,155,5827.826102
263.956972,175,5828.147285
299.12513,190,5828.764625
-245.360893,283,5829.671995
273.551099,160,5830.181693
276.87506,172,5830.494315
293.461873,174,5831.099737
233.119535,296,5832.055745
302.171144,153,5832.533875
268.32572,169,5832.969378
250.437469,186,5833.491396
285.736264,196,5834.125618
274.202741,184,5834.703425
282.626721,162,5835.321836
281.072848,164,5835.730366
304.588503,174,5836.321352
266.152548,158,5836.938991
294.039083,191,5837.286747
291.367733,214,5838.045337
283.534393,178,5838.339962
282.872629,191,5838.903298
301.169724,171,5839.372149
279.53605,169,5839.979633
301.950154,175,5840.33135
275.018472,346,5841.851994
286.63598,195,5842.399518
285.051633,244,5845.205318
292.81036,183,5845.81894
289.137492,156,5846.318172
267.095342,162,5846.671325
293.12955,177,5847.241355
278.887435,172,5847.842788
276.937774,173,5848.370335
258.185895,177,5848.754256
266.563538,176,5849.263221
297.117332,181,5849.886779
281.99835,304,5850.852268
283.746211,202,5851.396863
250.916042,160,5851.968455
-11.359569,1000,5856.824611
278.103092,205,5857.342024
292.041806,202,5857.977916
304.706966,190,5858.557788
287.032762,173,5858.970023
294.97708,199,5859.528251
293.075662,191,5860.173635
269.12434,142,5860.777701
295.733772,168,5861.100754
287.809062,165,5861.664732
286.333551,193,5862.273325
274.787143,264,5863.008538
285.013618,167,5863.530997
75.151953,126,5863.926483
280.039505,416,5865.430108
250.138504,180,5865.844053
298.501029,212,5866.365136
240.343145,164,5866.981527
280.309798,178,5867.47994
273.109418,196,5868.119847
287.67022,178,5868.68319
292.535545,160,5868.987728
291.37007,180,5869.472349
284.147376,160,5870.073046
286.612262,146,5870.36739
292.425921,175,5871.003373
262.041208,159,5871.303433
302.021308,252,5872.192607
290.066537,157,5872.785425
262.319934,184,5873.099381
61.156319,163,5873.631454
273.712447,178,5874.215524
291.260031,180,5874.847977
280.486236,176,5875.194813
297.029981,161,5875.7923
83.027482,121,5876.074238
269.407445,175,5876.618232
268.637404,171,5879.236117
281.758246,670,5881.350258
263.683265,200,5881.966344
306.707409,155,5882.474143
275.822566,575,5884.477596
273.03886,209,5885.089237
281.970234,168,5885.416747
263.20564,213,5886.262148
289.963523,150,5886.562891
283.969016,178,5887.155476
284.470219,600,5889.214547
279.974259,172,5889.817728
245.674635,698,5892.005434
250.863066,172,5892.515398
47.822098,123,5892.888308
256.211171,194,5893.413419
243.778181,177,5894.017984
253.997504,183,5894.547729
52.505883,128,5894.954184
306.61478,153,5895.467438
288.820726,161,5895.872383
292.430187,212,5896.677744
308.547171,161,5897.057961
292.569886,162,5897.555545
280.341009,305,5898.546171
258.769194,203,5899.188465
288.230646,163,5899.475129
258.146165,561,5901.425675
280.048145,159,5902.005933
269.680262,196,5902.532793
299.869713,418,5903.954226
246.140874,177,5904.491615
283.709335,177,5904.885005
280.490289,594,5907.262285
257.357131,177,5907.970927
251.957815,150,5908.515866
283.630054,181,5908.993831
310.365193,240,5909.930542
280.061104,197,5910.469591
37.127879,108,5910.829166
274.190748,161,5913.18092
292.295982,227,5914.176773
290.613851,162,5914.54089
-23.765571,1000,5920.026103
177.888516,1000,5923.674916
281.75138,193,5924.259046
219.051375,727,5927.461774
66.830361,96,5927.527447
280.374123,140,5928.074676
298.322127,194,5928.622997
271.946171,133,5928.949423
277.683082,360,5930.100953
252.742416,172,5930.417972
61.042329,143,5930.992987
267.614669,375,5932.375308
288.487997,175,5932.78059
81.179385,154,5933.257728
262.093329,198,5933.848854
236.38413,653,5935.94651
-26.915924,1000,5939.741488
280.845209,183,5940.251442
300.276022,172,5940.856866
264.654483,230,5941.427866
271.734311,191,5942.032279
270.162694,290,5942.95761
37.209189,116,5943.217178
267.604397,137,5943.759205
37.203931,145,5944.033855
63.071751,134,5944.292332
34.978241,105,5944.528778
280.12555,432,5946.080081
289.883448,184,5946.669804
251.397659,160,5947.002884
304.287571,333,5950.331769
56.096684,95,5950.670792
-684.624206,293,5951.45139
28.64806,99,5951.843783
272.475823,183,5952.450894
83.591739,98,5952.838002
280.619668,164,5953.397247
277.305145,217,5954.056549
282.409495,180,5954.570784
275.462199,202,5955.193124
282.20818,132,5955.466036
282.473426,185,5956.066524
274.712205,165,5956.58692
304.200806,204,5957.213024
278.356203,196,5957.793283
293.105485,184,5958.325502
267.899752,963,5961.636554
252.824647,176,5962.211324
253.862235,155,5962.513268
309.75622,212,5963.387604
288.002126,172,5963.760542
291.618645,180,5964.29213
52.326933,133,5964.576972
281.735169,158,5965.170345
64.460689,113,5965.431399
262.427424,169,5966.032337
254.766738,166,5966.530158
302.589542,182,5966.98826
289.276336,173,5967.482625
299.749613,180,5968.090875
256.460027,203,5968.643217
279.035651,159,5968.998656
269.752495,175,5969.486047
280.862982,227,5970.127759
304.049475,177,5970.652425
245.61199,168,5971.220168
309.325716,222,5971.908943
264.369557,170,5972.412385
296.86131,198,5973.015148
-30.836981,256,5973.598183
220.132178,540,5975.386172
288.800096,162,5975.776676
294.766216,156,5976.300244
287.753903,194,5976.920085
288.862127,139,5977.210607
303.672997,172,5977.84278
286.722357,140,5978.132428
314.731362,178,5978.70563
295.06002,149,5979.327005
285.713592,202,5980.127132
278.069083,162,5980.529325
294.493457,178,5983.514403
293.08168,146,5984.095518
304.596052,180,5984.410576
190.57896,524,5986.562572
271.478326,192,5987.256073
260.910446,361,5988.356358
312.586964,173,5989.001389
263.865991,197,5989.509524
283.428465,200,5990.151602
294.934923,225,5990.919715
92.998217,95,5991.224445
266.935649,151,5991.901682
282.197667,165,5992.240677
8.105363,150,5992.903867
92.583369,141,5993.237914
281.703101,214,5993.967141
280.261389,152,5994.522263
293.684972,238,5995.262473
286.82965,181,5996.008846
303.155567,230,5996.71961
51.60743,118,5997.117275
300.587379,193,5997.705416
255.051429,158,5998.231194
294.549546,193,5998.860069
297.274786,188,5999.391857
300.932045,197,6000.012724
285.688609,159,6000.320003
282.885396,188,6000.951142
314.301093,178,6001.465497
270.16102,283,6002.354271
298.779921,166,6002.6948
289.554631,200,6003.271834
318.105759,208,6004.073843
275.029958,339,6005.022381
244.60557,419,6006.221101
261.949985,190,6006.816357
267.20764,201,6007.348644
283.982856,157,6007.939551
201.022484,389,6009.319708
282.835112,159,6009.617094
270.826509,167,6010.175721
300.300096,144,6010.463102
164.725612,1000,6014.324093
265.35221,178,6015.03558
255.886344,197,6015.678894
248.252321,165,6018.451174
268.049655,178,6018.854734
233.481731,613,6021.009748
61.130804,115,6021.286417
313.68037,205,6021.924577
287.519322,170,6022.232595
21.286478,113,6022.750614
297.015814,216,6023.312742
265.409679,187,6023.953705
265.854594,242,6024.562148
261.277337,185,6025.177283
261.325482,185,6025.72839
288.603236,379,6026.862768
14.828565,408,6028.439795
278.782166,177,6028.858568
-623.312805,73,6029.105809
248.0409,155,6029.650855
282.414675,144,6030.011901
287.777827,155,6030.530486
264.076896,164,6030.924114
49.953898,111,6031.190114
291.326416,146,6031.698401
258.745628,257,6032.362562
256.191677,174,6032.945629
56.699993,98,6033.193502
305.795086,205,6033.803131
268.469204,163,6034.309467
18.867706,112,6034.575789
36.699949,109,6034.925154
293.290181,181,6035.421781
281.123503,154,6035.764375
290.956969,165,6036.306681
28.980455,102,6036.55928
282.076344,157,6037.150255
259.40549,188,6037.47093
281.362536,176,6038.081976
48.926033,120,6038.346824
276.898084,439,6040.037652
253.986879,160,6040.34986
238.203405,178,6040.943035
23.725064,112,6041.203114
284.058995,160,6041.747575
284.446551,168,6042.308361
311.028057,211,6042.952331
48.419275,95,6043.204373
294.928554,191,6043.821725
52.69118,95,6044.081903
255.872633,180,6044.384372
37.246857,97,6044.649649
270.863781,180,6045.264634
264.451001,184,6045.842237
303.122791,297,6046.734368
304.398622,179,6047.286843
262.931094,300,6050.463813
290.901914,153,6050.848334
278.112908,227,6051.391148
276.273914,177,6051.997463
293.59361,188,6052.508274
275.411336,172,6053.124923
259.628112,166,6053.630733
269.786516,174,6054.029264
314.07774,259,6054.900596
309.53029,240,6055.49866
291.955871,180,6056.094864
313.584318,162,6056.665163
61.98059,91,6056.997747
16.543596,98,6057.254835
306.349611,242,6057.88424
261.645118,179,6058.390302
253.3428,169,6058.689661
21.420635,100,6059.01931
36.984533,112,6059.501602
277.996449,205,6060.121167
270.480755,142,6060.420237
30.750172,110,6060.702401
268.601519,197,6061.299617
270.649977,168,6061.854018
302.035929,210,6062.436817
267.122809,191,6063.02509
252.020568,160,6063.320953
35.667867,89,6063.564731
20.891185,94,6063.911376
315.411022,216,6064.470576
42.487901,103,6064.764486
23.392325,85,6065.063502
40.630163,108,6065.314753
35.256232,91,6065.584575
45.861084,95,6065.922199
259.428241,284,6066.874984
261.349077,148,6067.353226
14.042535,110,6067.61314
284.077713,194,6068.25875
298.333324,163,6068.562779
311.917563,178,6069.172218
243.543307,264,6070.070695
242.183473,469,6071.423438
-21.913333,151,6071.995506
273.606229,176,6072.50391
53.529182,118,6072.857835
294.520945,200,6073.375861
55.466796,92,6073.627462
244.954365,267,6074.307328
153.540132,1000,6078.246476
37.552334,109,6078.504393
7.343377,87,6078.837662
246.989331,598,6080.81631
298.440835,144,6083.511926
272.997889,216,6084.158713
28.803288,111,6084.420023
17.321183,110,6084.68012
39.296757,79,6085.017959
309.097734,208,6085.576331
18.855501,95,6085.936495
249.809777,235,6086.5305
288.93322,232,6087.392589
66.847538,1000,6091.607272
13.79738,91,6091.996115
-9.359387,112,6092.26325
283.128708,142,6092.550147
18.319707,189,6093.172175
-10.245558,88,6093.428378
-2.437802,119,6093.705845
298.746074,207,6094.295545
-28.979478,200,6094.89996
253.593558,885,6098.068228
29.801017,110,6098.33239
263.856679,380,6099.51563
41.035745,90,6099.883562
75.997207,89,6100.170499
306.938331,253,6100.919172
-12.806623,97,6101.196151
315.168427,170,6101.768905
-35.846834,212,6102.36898
305.951949,227,6103.054014
51.193289,113,6103.338389
-393.423341,295,6104.272587
287.626098,200,6104.893999
57.132719,108,6105.169441
85.121289,105,6105.425773
261.394291,173,6106.073739
-51.097688,86,6106.314597
271.448242,458,6108.234023
43.36628,107,6108.514966
2.563325,102,6108.834079
16.9082,110,6109.102793
19.013621,92,6109.36184
285.05488,186,6109.949548
23.493914,170,6110.285097
19.49216,104,6110.583724
1.047599,90,6110.968679
252.641304,592,6113.113537
317.410463,194,6113.637871
266.911656,171,6114.293682
293.992747,146,6114.633258
298.880397,216,6115.36753
293.137039,222,6118.405342
46.491848,108,6118.684244
276.547528,169,6119.076531
282.226258,187,6119.65167
312.445131,186,6120.260543
266.521976,524,6122.125144
-280.390209,190,6122.633809
280.169243,164,6123.178346
282.840004,236,6123.733674
301.826248,154,6124.30246
36.631045,106,6124.570353
297.495254,228,6125.258686
288.795437,205,6125.921634
289.517233,189,6126.468839
-262.617953,155,6127.06161
250.899485,204,6127.647894
292.445575,195,6128.32042
292.694919,168,6128.629025
251.60731,432,6130.306845
300.913406,202,6130.973717
291.396131,163,6131.302989
32.650303,89,6131.562632
314.742681,181,6132.206256
24.169746,90,6132.455336
18.167887,105,6132.732331
282.484662,142,6133.085806
50.528523,105,6133.348706
265.970946,173,6134.022808
266.364176,255,6134.948192
258.280754,191,6135.486243
18.371711,101,6135.817903
309.17317,221,6136.41019
293.992169,202,6137.06125
282.120272,199,6137.577987
304.047538,205,6138.19939
303.687746,183,6138.677938
303.346711,214,6139.293085
260.814079,169,6139.889699
272.647672,148,6140.218476
306.362967,194,6140.848672
270.276607,169,6141.365659
317.127067,166,6141.697944
308.005991,288,6142.671379
320.695985,272,6143.608079
259.111189,394,6145.004135
275.285564,176,6145.523242
269.283485,140,6145.914734
299.167453,176,6146.418887
255.321493,287,6147.400522
291.535568,186,6147.77561
306.745702,170,6148.384948
281.781262,153,6151.175213
57.103523,144,6151.472543
254.896033,188,6152.072889
257.589407,376,6153.346939
298.995008,166,6153.674617
285.528103,408,6155.276579
301.830289,222,6155.921259
271.335142,172,6156.261343
270.040434,182,6156.946391
269.319318,289,6157.909487
265.437969,183,6158.500501
274.974802,167,6159.097403
305.054795,182,6159.436031
294.215125,179,6160.083684
299.178608,168,6160.619004
280.470772,153,6161.004874
281.202676,350,6162.301939
282.019433,205,6162.93229
311.937413,233,6163.53369
151.930484,1000,6167.202062
231.110603,224,6168.045293
280.197223,181,6168.369471
305.563053,167,6168.932272
238.609111,205,6169.466086
281.886521,353,6170.674805
265.367196,155,6171.087867
297.534059,237,6172.016592
302.035368,185,6172.369213
274.965286,169,6172.990334
243.058917,176,6173.514791
307.629266,203,6174.158905
290.138237,159,6174.6602
286.907641,216,6175.331268
287.133967,193,6175.989362
289.433283,158,6176.307033
266.051633,317,6177.38349
291.343174,193,6178.030384
295.870169,187,6178.563749
266.397185,210,6179.164748
281.272354,191,6179.729207
293.078517,155,6180.284277
301.264086,192,6180.918066
320.115113,168,6181.242911
311.71776,178,6181.817719
255.331202,188,6182.413612
254.856553,183,6185.109806
240.737774,175,6185.611213
305.620174,194,6186.06831
239.621555,176,6186.595426
299.950609,169,6187.208699
277.437555,425,6188.518223
285.196961,215,6189.19276
300.057479,152,6189.703456
297.345516,200,6190.385017
311.366146,181,6191.022358
309.128729,213,6191.585808
271.248842,174,6192.227817
276.190387,163,6192.54743
279.035298,174,6193.141275
282.001455,159,6193.655194
251.371003,169,6194.080636
154.084897,1000,6197.494956
228.987885,190,6198.305902
247.422178,214,6199.049264
282.326098,169,6199.605016
228.379064,743,6202.145482
29.969677,89,6202.409823
294.850998,227,6203.280832
282.341826,177,6203.595284
284.298234,174,6204.252184
265.430453,175,6204.861753
311.962008,175,6205.405956
21.315741,78,6205.458925
289.02025,215,6206.100349
230.262678,192,6206.667225
317.135005,159,6207.288067
263.334168,160,6207.905385
267.054853,169,6208.220212
244.778251,552,6210.261114
284.085012,504,6212.173307
301.819628,213,6212.787262
247.28397,231,6213.421678
272.965596,153,6214.003397
296.649283,231,6214.578647
256.356076,178,6215.160494
302.908919,196,6215.690755
290.682859,155,6216.093343
284.731151,181,6216.649036
276.831609,223,6219.545047
282.367673,150,6220.168146
270.460443,163,6220.721097
274.91293,165,6221.143092
299.784574,235,6222.03686
290.640803,164,6222.392109
303.119883,216,6223.074639
272.285301,170,6223.58644
288.012967,181,6224.298136
281.815533,161,6224.618572
300.685493,193,6225.247044
281.445875,154,6225.800955
275.509137,150,6226.15692
280.24027,159,6226.655625
291.359545,141,6227.03773
262.965846,165,6227.529347
285.06995,195,6228.128955
283.185132,211,6228.68078
256.514426,165,6229.252068
305.461097,158,6229.555782
279.833313,248,6230.417287
307.49979,160,6230.739252
296.356136,190,6231.387967
286.02901,194,6231.998202
309.943337,216,6232.571359
262.536081,164,6233.139048
256.652146,149,6233.643964
309.878315,181,6234.093061
306.364375,206,6234.667276
309.839845,177,6235.289458
266.613577,387,6236.531044
302.42241,153,6237.110606
266.641913,168,6237.44502
285.82315,168,6238.031113
277.385857,186,6238.548843
267.587452,210,6239.250633
300.856227,198,6239.80489
258.009684,177,6240.400817
283.956154,144,6240.699455
259.199394,317,6241.704704
258.889321,166,6242.326888
279.62434,168,6242.930714
262.850892,165,6243.229336
245.28616,158,6243.727569
263.471337,178,6244.285539
245.040755,231,6244.90734
279.586086,174,6245.427816
287.951508,176,6245.800393
270.495758,179,6246.413012
44.84505,84,6246.675651
293.334651,207,6247.329675
281.814879,184,6247.927
281.30343,236,6248.51152
289.842759,163,6249.078944
270.111958,217,6251.927421
